,Gene_stable_ID,human_genes,mouse_genes,Mouse_gene_stable_ID
72033,ENSG00000176208,ATAD5,Atad5,ENSMUSG00000017550
72036,ENSG00000163812,ZDHHC3,Zdhhc3,ENSMUSG00000025786
72046,ENSG00000178562,CD28,Cd28,ENSMUSG00000026012
72047,ENSG00000172171,TEFM,Tefm,ENSMUSG00000046909
72049,ENSG00000163352,LENEP,Lenep,ENSMUSG00000078173
72058,ENSG00000144048,DUSP11,Dusp11,ENSMUSG00000030002
72059,ENSG00000162704,ARPC5,Arpc5,ENSMUSG00000008475
72061,ENSG00000173627,APOBEC4,Apobec4,ENSMUSG00000055547
72063,ENSG00000116698,SMG7,Smg7,ENSMUSG00000042772
72064,ENSG00000196712,NF1,Nf1,ENSMUSG00000020716
72072,ENSG00000064012,CASP8,Casp8,ENSMUSG00000026029
72073,ENSG00000175220,ARHGAP1,Arhgap1,ENSMUSG00000027247
72078,ENSG00000182504,CEP97,Cep97,ENSMUSG00000022604
72079,ENSG00000175213,ZNF408,Zfp408,ENSMUSG00000075040
72080,ENSG00000180210,F2,F2,ENSMUSG00000027249
72088,ENSG00000175216,CKAP5,Ckap5,ENSMUSG00000040549
72106,ENSG00000162641,AKNAD1,Aknad1,ENSMUSG00000049565
72113,ENSG00000247626,MARS2,Mars2,ENSMUSG00000046994
72116,ENSG00000152430,BOLL,Boll,ENSMUSG00000025977
72117,ENSG00000178927,CYBC1,Cybc1,ENSMUSG00000039294
72121,ENSG00000138483,CCDC54,Ccdc54,ENSMUSG00000050685
72125,ENSG00000212135,SNORD67,Snord67,ENSMUSG00000077221
72127,ENSG00000134569,LRP4,Lrp4,ENSMUSG00000027253
72128,ENSG00000121940,CLCC1,Clcc1,ENSMUSG00000027884
72129,ENSG00000114439,BBX,Bbx,ENSMUSG00000022641
72135,ENSG00000121966,CXCR4,Cxcr4,ENSMUSG00000045382
72138,ENSG00000064300,NGFR,Ngfr,ENSMUSG00000000120
72141,ENSG00000073921,PICALM,Picalm,ENSMUSG00000039361
72146,ENSG00000005884,ITGA3,Itga3,ENSMUSG00000001507
72154,ENSG00000067606,PRKCZ,Prkcz,ENSMUSG00000029053
72156,ENSG00000154957,ZNF18,Zkscan6,ENSMUSG00000018347
72157,ENSG00000167525,PROCA1,Proca1,ENSMUSG00000044122
72158,ENSG00000197429,IPP,Ipp,ENSMUSG00000028696
72169,ENSG00000154217,PITPNC1,Pitpnc1,ENSMUSG00000040430
72170,ENSG00000074266,EED,Eed,ENSMUSG00000030619
72172,ENSG00000184588,PDE4B,Pde4b,ENSMUSG00000028525
72175,ENSG00000180090,OR3A1,Or3a1,ENSMUSG00000063116
72176,ENSG00000180090,OR3A1,Or3a1b,ENSMUSG00000070380
72177,ENSG00000180090,OR3A1,Or3a1c,ENSMUSG00000070379
72178,ENSG00000167723,TRPV3,Trpv3,ENSMUSG00000043029
72204,ENSG00000163157,TMOD4,Tmod4,ENSMUSG00000005628
72207,ENSG00000150687,PRSS23,Prss23,ENSMUSG00000039405
72208,ENSG00000084070,SMAP2,Smap2,ENSMUSG00000032870
72215,ENSG00000174804,FZD4,Fzd4,ENSMUSG00000049791
72222,ENSG00000135378,PRRG4,Prrg4,ENSMUSG00000027171
72224,ENSG00000060749,QSER1,Qser1,ENSMUSG00000074994
72225,ENSG00000127483,HP1BP3,Hp1bp3,ENSMUSG00000028759
72226,ENSG00000068097,HEATR6,Heatr6,ENSMUSG00000000976
72228,ENSG00000121690,DEPDC7,Depdc7,ENSMUSG00000027173
72231,ENSG00000167770,OTUB1,Otub1,ENSMUSG00000024767
72232,ENSG00000164002,EXO5,Exo5,ENSMUSG00000028629
72233,ENSG00000115392,FANCL,Fancl,ENSMUSG00000004018
72234,ENSG00000133056,PIK3C2B,Pik3c2b,ENSMUSG00000026447
72243,ENSG00000176547,OR4C3,Or4c3,ENSMUSG00000075069
72245,ENSG00000176540,OR4C5,Or4c35,ENSMUSG00000042894
72257,ENSG00000167434,CA4,Car4,ENSMUSG00000000805
72258,ENSG00000072518,MARK2,Mark2,ENSMUSG00000024969
72261,ENSG00000196776,CD47,Cd47,ENSMUSG00000055447
72264,ENSG00000114279,FGF12,Fgf12,ENSMUSG00000022523
72265,ENSG00000163159,VPS72,Vps72,ENSMUSG00000008958
72266,ENSG00000143434,SEMA6C,Sema6c,ENSMUSG00000038777
72269,ENSG00000144674,GOLGA4,Golga4,ENSMUSG00000038708
72275,ENSG00000141376,BCAS3,Bcas3,ENSMUSG00000059439
72276,ENSG00000085465,OVGP1,Ovgp1,ENSMUSG00000074340
72280,ENSG00000116455,WDR77,Wdr77,ENSMUSG00000000561
72281,ENSG00000163599,CTLA4,Ctla4,ENSMUSG00000026011
72283,ENSG00000116459,ATP5PB,Atp5pb,ENSMUSG00000000563
72285,ENSG00000115317,HTRA2,Htra2,ENSMUSG00000068329
72286,ENSG00000143110,C1orf162,I830077J02Rik,ENSMUSG00000074342
72287,ENSG00000121933,TMIGD3,Tmigd3,ENSMUSG00000074344
72288,ENSG00000115325,DOK1,Dok1,ENSMUSG00000068335
72289,ENSG00000200360,RNU6-792P,Gm24651,ENSMUSG00000119721
72290,ENSG00000282608,ADORA3,Adora3,ENSMUSG00000000562
72291,ENSG00000116473,RAP1A,Rap1a,ENSMUSG00000068798
72297,ENSG00000114302,PRKAR2A,Prkar2a,ENSMUSG00000032601
72298,ENSG00000170264,FAM161A,Fam161a,ENSMUSG00000049811
72299,ENSG00000204060,FOXO6,Foxo6,ENSMUSG00000052135
72304,ENSG00000127129,EDN2,Edn2,ENSMUSG00000028635
72314,ENSG00000121068,TBX2,Tbx2,ENSMUSG00000000093
72318,ENSG00000174516,PELI3,Peli3,ENSMUSG00000024901
72319,ENSG00000143153,ATP1B1,Atp1b1,ENSMUSG00000026576
72322,ENSG00000115484,CCT4,Cct4,ENSMUSG00000007739
72324,ENSG00000121075,TBX4,Tbx4,ENSMUSG00000000094
72350,ENSG00000183291,SELENOF,Selenof,ENSMUSG00000037072
72353,ENSG00000030582,GRN,Grn,ENSMUSG00000034708
72355,ENSG00000214782,MS4A18,Ms4a18,ENSMUSG00000094584
72359,ENSG00000152952,PLOD2,Plod2,ENSMUSG00000032374
72360,ENSG00000110104,CCDC86,Ccdc86,ENSMUSG00000024732
72365,ENSG00000153936,HS2ST1,Hs2st1,ENSMUSG00000040151
72366,ENSG00000136688,IL36G,Il36g,ENSMUSG00000044103
72367,ENSG00000183134,PTGDR2,Ptgdr2,ENSMUSG00000034117
72368,ENSG00000149506,ZP1,Zp1,ENSMUSG00000024734
72371,ENSG00000136694,IL36A,Il36a,ENSMUSG00000026984
72372,ENSG00000136696,IL36B,Il36b,ENSMUSG00000026985
72380,ENSG00000136697,IL1F10,Il1f10,ENSMUSG00000046845
72382,ENSG00000173715,C11orf80,Gm960,ENSMUSG00000071691
72386,ENSG00000136689,IL1RN,Il1rn,ENSMUSG00000026981
72387,ENSG00000134709,HOOK1,Hook1,ENSMUSG00000028572
72388,ENSG00000186566,GPATCH8,Gpatch8,ENSMUSG00000034621
72389,ENSG00000134716,CYP2J2,Cyp2j13,ENSMUSG00000028571
72390,ENSG00000134716,CYP2J2,Cyp2j9,ENSMUSG00000015224
72391,ENSG00000144354,CDCA7,Cdca7,ENSMUSG00000055612
72392,ENSG00000173585,CCR9,Ccr9,ENSMUSG00000029530
72394,ENSG00000180340,FZD2,Fzd2,ENSMUSG00000050288
72398,ENSG00000173578,XCR1,Xcr1,ENSMUSG00000060509
72401,ENSG00000181218,H2AC25,H2ac25,ENSMUSG00000078851
72402,ENSG00000182985,CADM1,Cadm1,ENSMUSG00000032076
72403,ENSG00000196890,H2BC26,H2bc26-ps,ENSMUSG00000080712
72407,ENSG00000211456,SACM1L,Sacm1l,ENSMUSG00000025240
72410,ENSG00000177674,AGTRAP,Agtrap,ENSMUSG00000029007
72411,ENSG00000012048,BRCA1,Brca1,ENSMUSG00000017146
72412,ENSG00000136695,IL36RN,Il36rn,ENSMUSG00000026983
72414,ENSG00000144369,FAM171B,Fam171b,ENSMUSG00000048388
72415,ENSG00000138448,ITGAV,Itgav,ENSMUSG00000027087
72418,ENSG00000177000,MTHFR,Mthfr,ENSMUSG00000029009
72439,ENSG00000114573,ATP6V1A,Atp6v1a,ENSMUSG00000052459
72442,ENSG00000137968,SLC44A5,Slc44a5,ENSMUSG00000028360
72444,ENSG00000167333,TRIM68,Trim68,ENSMUSG00000073968
72448,ENSG00000176485,PLAAT3,Plaat3,ENSMUSG00000060675
72451,ENSG00000163681,SLMAP,Slmap,ENSMUSG00000021870
72452,ENSG00000184384,MAML2,Maml2,ENSMUSG00000031925
72453,ENSG00000225828,FAM229A,Fam229a,ENSMUSG00000078554
72454,ENSG00000041988,THAP3,Thap3,ENSMUSG00000039759
72455,ENSG00000149823,VPS51,Vps51,ENSMUSG00000024797
72456,ENSG00000196420,S100A5,S100a5,ENSMUSG00000001023
72459,ENSG00000171298,GAA,Gaa,ENSMUSG00000025579
72461,ENSG00000174576,NPAS4,Npas4,ENSMUSG00000045903
72464,ENSG00000136504,KAT7,Kat7,ENSMUSG00000038909
72467,ENSG00000114993,RTKN,Rtkn,ENSMUSG00000034930
72469,ENSG00000155367,PPM1J,Ppm1j,ENSMUSG00000002228
72473,ENSG00000053918,KCNQ1,Kcnq1,ENSMUSG00000009545
72474,ENSG00000159450,TCHH,Tchh,ENSMUSG00000052415
72475,ENSG00000160783,PMF1,Pmf1,ENSMUSG00000028066
72478,ENSG00000198648,STK39,Stk39,ENSMUSG00000027030
72479,ENSG00000066136,NFYC,Nfyc,ENSMUSG00000032897
72480,ENSG00000115267,IFIH1,Ifih1,ENSMUSG00000026896
72481,ENSG00000180871,CXCR2,Cxcr2,ENSMUSG00000026180
72482,ENSG00000118058,KMT2A,Kmt2a,ENSMUSG00000002028
72483,ENSG00000188282,RUFY4,Rufy4,ENSMUSG00000061815
72489,ENSG00000204335,SP5,Sp5,ENSMUSG00000075304
72494,ENSG00000128683,GAD1,Gad1,ENSMUSG00000070880
72496,ENSG00000108830,RND2,Rnd2,ENSMUSG00000001313
72499,ENSG00000125686,MED1,Med1,ENSMUSG00000018160
72501,ENSG00000196277,GRM7,Grm7,ENSMUSG00000056755
72503,ENSG00000134668,SPOCD1,Spocd1,ENSMUSG00000028784
72504,ENSG00000186642,PDE2A,Pde2a,ENSMUSG00000110195
72505,ENSG00000167258,CDK12,Cdk12,ENSMUSG00000003119
72509,ENSG00000115806,GORASP2,Gorasp2,ENSMUSG00000014959
72515,ENSG00000144647,POMGNT2,Pomgnt2,ENSMUSG00000066235
72516,ENSG00000091106,NLRC4,Nlrc4,ENSMUSG00000039193
72517,ENSG00000196083,IL1RAP,Il1rap,ENSMUSG00000022514
72519,ENSG00000214447,FAM187A,Fam187a,ENSMUSG00000075510
72522,ENSG00000142961,MOB3C,Mob3c,ENSMUSG00000028709
72523,ENSG00000204334,ERICH2,Erich2,ENSMUSG00000075302
72524,ENSG00000116754,SRSF11,Srsf11,ENSMUSG00000055436
72526,ENSG00000062716,VMP1,Vmp1,ENSMUSG00000018171
72527,ENSG00000153201,RANBP2,Ranbp2,ENSMUSG00000003226
72544,ENSG00000284190,MIR21,Mir21a,ENSMUSG00000065455
72546,ENSG00000114784,EIF1B,Eif1b,ENSMUSG00000006941
72547,ENSG00000108423,TUBD1,Tubd1,ENSMUSG00000020513
72556,ENSG00000153767,GTF2E1,Gtf2e1,ENSMUSG00000022828
72578,ENSG00000163219,ARHGAP25,Arhgap25,ENSMUSG00000030047
72579,ENSG00000145087,STXBP5L,Stxbp5l,ENSMUSG00000022829
72585,ENSG00000108443,RPS6KB1,Rps6kb1,ENSMUSG00000020516
72599,ENSG00000144524,COPS7B,Cops7b,ENSMUSG00000026240
72603,ENSG00000272036,MIR139,Mir139,ENSMUSG00000065446
72606,ENSG00000186635,ARAP1,Arap1,ENSMUSG00000032812
72608,ENSG00000163558,PRKCI,Prkci,ENSMUSG00000037643
72611,ENSG00000189050,RNFT1,Rnft1,ENSMUSG00000020521
72627,ENSG00000283324,CTXND2,Ctxnd2,ENSMUSG00000105734
72632,ENSG00000136603,SKIL,Skil,ENSMUSG00000027660
72633,ENSG00000077585,GPR137B,Gpr137b,ENSMUSG00000021306
72642,ENSG00000115866,DARS1,Dars,ENSMUSG00000026356
72643,ENSG00000132359,RAP1GAP2,Rap1gap2,ENSMUSG00000038807
72645,ENSG00000013297,CLDN11,Cldn11,ENSMUSG00000037625
72648,ENSG00000086619,ERO1B,Ero1b,ENSMUSG00000057069
72650,ENSG00000013293,SLC7A14,Slc7a14,ENSMUSG00000069072
72652,ENSG00000010327,STAB1,Stab1,ENSMUSG00000042286
72653,ENSG00000159374,M1AP,M1ap,ENSMUSG00000030041
72654,ENSG00000203786,KPRP,Kprp,ENSMUSG00000059832
72655,ENSG00000225556,C2CD4D,C2cd4d,ENSMUSG00000091648
72656,ENSG00000117791,MTARC2,Mtarc2,ENSMUSG00000073481
72657,ENSG00000135622,SEMA4F,Sema4f,ENSMUSG00000000627
72658,ENSG00000186205,MTARC1,Mtarc1,ENSMUSG00000026621
72659,ENSG00000161956,SENP3,Senp3,ENSMUSG00000005204
72661,ENSG00000123472,ATPAF1,Atpaf1,ENSMUSG00000028710
72666,ENSG00000072310,SREBF1,Srebf1,ENSMUSG00000020538
72669,ENSG00000116106,EPHA4,Epha4,ENSMUSG00000026235
72670,ENSG00000010803,SCMH1,Scmh1,ENSMUSG00000000085
72671,ENSG00000168268,NT5DC2,Nt5dc2,ENSMUSG00000071547
72677,ENSG00000138379,MSTN,Mstn,ENSMUSG00000026100
72678,ENSG00000168273,UQCC5,Uqcc5,ENSMUSG00000058351
72679,ENSG00000252768,RNU6-856P,Gm22226,ENSMUSG00000087980
72681,ENSG00000151689,INPP1,Inpp1,ENSMUSG00000026102
72682,ENSG00000143333,RGS16,Rgs16,ENSMUSG00000026475
72683,ENSG00000163939,PBRM1,Pbrm1,ENSMUSG00000042323
72686,ENSG00000175662,TOM1L2,Tom1l2,ENSMUSG00000000538
72690,ENSG00000135824,RGS8,Rgs8,ENSMUSG00000042671
72695,ENSG00000214530,STARD10,Stard10,ENSMUSG00000030688
72699,ENSG00000031698,SARS1,Sars,ENSMUSG00000068739
72700,ENSG00000198130,HIBCH,Hibch,ENSMUSG00000041426
72701,ENSG00000143126,CELSR2,Celsr2,ENSMUSG00000068740
72705,ENSG00000168010,ATG16L2,Atg16l2,ENSMUSG00000047767
72706,ENSG00000134222,PSRC1,Psrc1,ENSMUSG00000068744
72708,ENSG00000171962,DRC3,Drc3,ENSMUSG00000056598
72709,ENSG00000187231,SESTD1,Sestd1,ENSMUSG00000042272
72710,ENSG00000221986,MYBPHL,Mybphl,ENSMUSG00000068745
72711,ENSG00000121964,GTDC1,Gtdc1,ENSMUSG00000036890
72712,ENSG00000134243,SORT1,Sort1,ENSMUSG00000068747
72713,ENSG00000171953,ATPAF2,Atpaf2,ENSMUSG00000042709
72717,ENSG00000143106,PSMA5,Psma5,ENSMUSG00000068749
72718,ENSG00000131626,PPFIA1,Ppfia1,ENSMUSG00000037519
72722,ENSG00000141127,PRPSAP2,Prpsap2,ENSMUSG00000020528
72725,ENSG00000185278,ZBTB37,Zbtb37,ENSMUSG00000043467
72730,ENSG00000215906,LACTBL1,Lactbl1,ENSMUSG00000070683
72731,ENSG00000117143,UAP1,Uap1,ENSMUSG00000026670
72732,ENSG00000114026,OGG1,Ogg1,ENSMUSG00000030271
72742,ENSG00000114999,TTL,Ttl,ENSMUSG00000027394
72743,ENSG00000125630,POLR1B,Polr1b,ENSMUSG00000027395
72755,ENSG00000221954,OR4C12,Or4c12,ENSMUSG00000068806
72756,ENSG00000221954,OR4C12,Or4c12b,ENSMUSG00000045148
72758,ENSG00000260811,OR4C45,Or4c126,ENSMUSG00000061295
72759,ENSG00000260811,OR4C45,Or4c52,ENSMUSG00000059112
72760,ENSG00000260811,OR4C45,Or4c127,ENSMUSG00000051313
72762,ENSG00000109919,MTCH2,Mtch2,ENSMUSG00000027282
72764,ENSG00000125611,CHCHD5,Chchd5,ENSMUSG00000037938
72765,ENSG00000163568,AIM2,Aim2,ENSMUSG00000037860
72771,ENSG00000169607,CKAP2L,Ckap2l,ENSMUSG00000048327
72776,ENSG00000222009,BTBD19,Btbd19,ENSMUSG00000073771
72783,ENSG00000072952,IRAG1,Irag1,ENSMUSG00000005611
72784,ENSG00000122068,FYTTD1,Fyttd1,ENSMUSG00000022800
72785,ENSG00000154025,SLC5A10,Slc5a10,ENSMUSG00000042371
72786,ENSG00000115008,IL1A,Il1a,ENSMUSG00000027399
72787,ENSG00000004455,AK2,Ak2,ENSMUSG00000028792
72788,ENSG00000115211,EIF2B4,Eif2b4,ENSMUSG00000029145
72791,ENSG00000145016,RUBCN,Rubcn,ENSMUSG00000035629
72793,ENSG00000188522,FAM83G,Fam83g,ENSMUSG00000042377
72799,ENSG00000157131,C8A,C8a,ENSMUSG00000035031
72808,ENSG00000058063,ATP11B,Atp11b,ENSMUSG00000037400
72809,ENSG00000173372,C1QA,C1qa,ENSMUSG00000036887
72813,ENSG00000115919,KYNU,Kynu,ENSMUSG00000026866
72821,ENSG00000159189,C1QC,C1qc,ENSMUSG00000036896
72823,ENSG00000141314,RHBDL3,Rhbdl3,ENSMUSG00000017692
72824,ENSG00000134812,CBLIF,Cblif,ENSMUSG00000024682
72825,ENSG00000173369,C1QB,C1qb,ENSMUSG00000036905
72827,ENSG00000117335,CD46,Cd46,ENSMUSG00000016493
72831,ENSG00000149534,MS4A2,Ms4a2,ENSMUSG00000024680
72832,ENSG00000108666,C17orf75,5730455P16Rik,ENSMUSG00000057181
72836,ENSG00000043093,DCUN1D1,Tes3-ps,ENSMUSG00000113255
72837,ENSG00000043093,DCUN1D1,Dcun1d1,ENSMUSG00000027708
72843,ENSG00000075884,ARHGAP15,Arhgap15,ENSMUSG00000049744
72846,ENSG00000221996,OR52B4,Or52b4,ENSMUSG00000073979
72848,ENSG00000132109,TRIM21,Trim21,ENSMUSG00000030966
72851,ENSG00000108671,PSMD11,Psmd11,ENSMUSG00000017428
72853,ENSG00000078070,MCCC1,Mccc1,ENSMUSG00000027709
72854,ENSG00000167995,BEST1,Best1,ENSMUSG00000037418
72867,ENSG00000163596,ICA1L,Ica1l,ENSMUSG00000026018
72870,ENSG00000125691,RPL23,Rpl23,ENSMUSG00000071415
72876,ENSG00000149503,INCENP,Incenp,ENSMUSG00000024660
72877,ENSG00000252699,SNORA21B,Gm54825,ENSMUSG00002075586
72878,ENSG00000199293,SNORA21,Snora21,ENSMUSG00000064901
72879,ENSG00000199293,SNORA21,Gm23795,ENSMUSG00000065940
72881,ENSG00000002834,LASP1,Lasp1,ENSMUSG00000038366
72886,ENSG00000108774,RAB5C,Rab5c,ENSMUSG00000019173
72887,ENSG00000180667,YOD1,Yod1,ENSMUSG00000046404
72888,ENSG00000144712,CAND2,Cand2,ENSMUSG00000030319
72893,ENSG00000173163,COMMD1,Commd1,ENSMUSG00000051355
72896,ENSG00000167925,GHDC,Ghdc,ENSMUSG00000017747
72910,ENSG00000144136,SLC20A1,Slc20a1,ENSMUSG00000027397
72915,ENSG00000173264,GPR137,Gpr137,ENSMUSG00000024958
72916,ENSG00000198933,TBKBP1,Tbkbp1,ENSMUSG00000038517
72917,ENSG00000144711,IQSEC1,Iqsec1,ENSMUSG00000034312
72918,ENSG00000123838,C4BPA,C4bp,ENSMUSG00000026405
72920,ENSG00000006025,OSBPL7,Osbpl7,ENSMUSG00000038534
72921,ENSG00000116001,TIA1,Tia1,ENSMUSG00000071337
72932,ENSG00000172935,MRGPRF,Mrgprf,ENSMUSG00000031070
72934,ENSG00000137691,CFAP300,Cfap300,ENSMUSG00000053070
72936,ENSG00000123689,G0S2,G0s2,ENSMUSG00000009633
72937,ENSG00000117594,HSD11B1,Hsd11b1,ENSMUSG00000016194
72940,ENSG00000274097,RNA5SP535,Gm55116,ENSMUSG00002076616
72941,ENSG00000274097,RNA5SP535,Gm54575,ENSMUSG00002076569
72942,ENSG00000274097,RNA5SP535,Gm56416,ENSMUSG00002075325
72943,ENSG00000274097,RNA5SP535,Gm55805,ENSMUSG00002074885
72947,ENSG00000009790,TRAF3IP3,Traf3ip3,ENSMUSG00000037318
72948,ENSG00000137693,YAP1,Yap1,ENSMUSG00000053110
72950,ENSG00000189120,SP6,Sp6,ENSMUSG00000038560
72954,ENSG00000167182,SP2,Sp2,ENSMUSG00000018678
72955,ENSG00000116005,PCYOX1,Pcyox1,ENSMUSG00000029998
72957,ENSG00000163704,PRRT3,Prrt3,ENSMUSG00000045009
72961,ENSG00000108439,PNPO,Pnpo,ENSMUSG00000018659
72962,ENSG00000138050,THUMPD2,Thumpd2,ENSMUSG00000024246
72966,ENSG00000189283,FHIT,Fhit,ENSMUSG00000060579
72973,ENSG00000023445,BIRC3,Birc3,ENSMUSG00000032000
72990,ENSG00000212269,RNU6-788P,Gm55634,ENSMUSG00002075142
72991,ENSG00000144285,SCN1A,Scn1a,ENSMUSG00000064329
72993,ENSG00000170142,UBE2E1,Ube2e1,ENSMUSG00000021774
72995,ENSG00000110330,BIRC2,Birc2,ENSMUSG00000057367
72996,ENSG00000162757,C1orf74,A130010J15Rik,ENSMUSG00000079144
73000,ENSG00000117595,IRF6,Irf6,ENSMUSG00000026638
73001,ENSG00000167183,PRR15L,Prr15l,ENSMUSG00000047040
73003,ENSG00000197885,NKIRAS1,Nkiras1,ENSMUSG00000021772
73004,ENSG00000108465,CDK5RAP3,Cdk5rap3,ENSMUSG00000018669
73005,ENSG00000117597,UTP25,Utp25,ENSMUSG00000016181
73006,ENSG00000152558,TMEM123,Tmem123,ENSMUSG00000050912
73008,ENSG00000177181,RIMKLA,Rimkla,ENSMUSG00000048899
73010,ENSG00000137673,MMP7,Mmp7,ENSMUSG00000018623
73012,ENSG00000066185,ZMYND12,Zmynd12,ENSMUSG00000070806
73013,ENSG00000137674,MMP20,Mmp20,ENSMUSG00000018620
73015,ENSG00000134684,YARS1,Yars,ENSMUSG00000028811
73023,ENSG00000149294,NCAM1,Ncam1,ENSMUSG00000039542
73024,ENSG00000021852,C8B,C8b,ENSMUSG00000029656
73025,ENSG00000174738,NR1D2,Nr1d2,ENSMUSG00000021775
73026,ENSG00000132716,DCAF8,Dcaf8,ENSMUSG00000026554
73027,ENSG00000199687,RNU1-38P,Gm25280,ENSMUSG00000087894
73029,ENSG00000168874,ATOH8,Atoh8,ENSMUSG00000037621
73031,ENSG00000182247,UBE2E2,Ube2e2,ENSMUSG00000058317
73033,ENSG00000163491,NEK10,Nek10,ENSMUSG00000042567
73034,ENSG00000115525,ST3GAL5,St3gal5,ENSMUSG00000056091
73036,ENSG00000005243,COPZ2,Copz2,ENSMUSG00000018672
73040,ENSG00000207947,MIR152,Mir152,ENSMUSG00000065515
73046,ENSG00000082641,NFE2L1,Nfe2l1,ENSMUSG00000038615
73048,ENSG00000163378,EOGT,Eogt,ENSMUSG00000035245
73049,ENSG00000162735,PEX19,Pex19,ENSMUSG00000003464
73050,ENSG00000149292,TTC12,Ttc12,ENSMUSG00000040219
73053,ENSG00000171786,NHLH1,Nhlh1,ENSMUSG00000051251
73055,ENSG00000201608,RNU4-42P,Gm23429,ENSMUSG00000084435
73057,ENSG00000206954,RNU6-1201P,Gm23733,ENSMUSG00000065684
73058,ENSG00000206954,RNU6-1201P,Gm24921,ENSMUSG00000118736
73059,ENSG00000162739,SLAMF6,Slamf6,ENSMUSG00000015314
73060,ENSG00000006282,SPATA20,Spata20,ENSMUSG00000020867
73063,ENSG00000066294,CD84,Cd84,ENSMUSG00000038147
73064,ENSG00000144747,TMF1,Tmf1,ENSMUSG00000030059
73065,ENSG00000122218,COPA,Copa,ENSMUSG00000026553
73067,ENSG00000144744,UBA3,Uba3,ENSMUSG00000030061
73068,ENSG00000084734,GCKR,Gckr,ENSMUSG00000059434
73070,ENSG00000170209,ANKK1,Ankk1,ENSMUSG00000032257
73072,ENSG00000149295,DRD2,Drd2,ENSMUSG00000032259
73073,ENSG00000243147,MRPL33,Mrpl33,ENSMUSG00000106918
73074,ENSG00000171174,RBKS,Rbks,ENSMUSG00000029136
73075,ENSG00000108506,INTS2,Ints2,ENSMUSG00000018068
73076,ENSG00000144746,ARL6IP5,Arl6ip5,ENSMUSG00000035199
73077,ENSG00000163380,LMOD3,Lmod3,ENSMUSG00000044086
73087,ENSG00000091986,CCDC80,Ccdc80,ENSMUSG00000022665
73088,ENSG00000149577,SIDT2,Sidt2,ENSMUSG00000034908
73089,ENSG00000075426,FOSL2,Fosl2,ENSMUSG00000029135
73093,ENSG00000163803,PLB1,Plb1,ENSMUSG00000029134
73100,ENSG00000108510,MED13,Med13,ENSMUSG00000034297
73104,ENSG00000172020,GAP43,Gap43,ENSMUSG00000047261
73108,ENSG00000185565,LSAMP,Lsamp,ENSMUSG00000061080
73109,ENSG00000118200,CAMSAP2,Camsap2,ENSMUSG00000041570
73117,ENSG00000108984,MAP2K6,Map2k6,ENSMUSG00000020623
73122,ENSG00000149328,GLB1L2,Glb1l2,ENSMUSG00000036395
73137,ENSG00000169814,BTD,Btd,ENSMUSG00000021900
73138,ENSG00000109956,B3GAT1,B3gat1,ENSMUSG00000045994
73139,ENSG00000163362,INAVA,Inava,ENSMUSG00000041605
73144,ENSG00000187775,DNAH17,Dnah17,ENSMUSG00000033987
73146,ENSG00000204370,SDHD,Sdhd,ENSMUSG00000000171
73153,ENSG00000137975,CLCA2,Clca2,ENSMUSG00000036960
73156,ENSG00000172986,GXYLT2,Gxylt2,ENSMUSG00000030074
73157,ENSG00000163806,SPDYA,Spdya,ENSMUSG00000052525
73159,ENSG00000016490,CLCA1,Clca1,ENSMUSG00000028255
73162,ENSG00000016602,CLCA4,Clca4a,ENSMUSG00000068547
73163,ENSG00000016602,CLCA4,Clca4b,ENSMUSG00000074195
73164,ENSG00000133895,MEN1,Men1,ENSMUSG00000024947
73169,ENSG00000252651,RNU6-557P,Gm54880,ENSMUSG00002076360
73173,ENSG00000170266,GLB1,Glb1,ENSMUSG00000045594
73180,ENSG00000163811,WDR43,Wdr43,ENSMUSG00000041057
73186,ENSG00000131791,PRKAB2,Prkab2,ENSMUSG00000038205
73187,ENSG00000108669,CYTH1,Cyth1,ENSMUSG00000017132
73190,ENSG00000264994,SNORD92,Snord92,ENSMUSG00000093289
73192,ENSG00000265145,SNORD53,Snord53,ENSMUSG00000092887
73195,ENSG00000265706,SNORD53B,Gm22858,ENSMUSG00000092713
73197,ENSG00000189350,TOGARAM2,Togaram2,ENSMUSG00000045761
73206,ENSG00000162461,SLC25A34,Slc25a34,ENSMUSG00000040740
73208,ENSG00000162460,TMEM82,Tmem82,ENSMUSG00000043085
73210,ENSG00000138375,SMARCAL1,Smarcal1,ENSMUSG00000039354
73211,ENSG00000162458,FBLIM1,Fblim1,ENSMUSG00000006219
73214,ENSG00000188167,TMPPE,Tmppe,ENSMUSG00000079260
73217,ENSG00000170275,CRTAP,Crtap,ENSMUSG00000032431
73218,ENSG00000110046,ATG2A,Atg2a,ENSMUSG00000024773
73219,ENSG00000108946,PRKAR1A,Prkar1a,ENSMUSG00000020612
73220,ENSG00000214694,ARHGEF33,Arhgef33,ENSMUSG00000054901
73225,ENSG00000173705,SUSD5,Susd5,ENSMUSG00000086596
73235,ENSG00000153558,FBXL2,Fbxl2,ENSMUSG00000032507
73237,ENSG00000171150,SOCS5,Socs5,ENSMUSG00000037104
73241,ENSG00000180398,MCFD2,Mcfd2,ENSMUSG00000024150
73244,ENSG00000076864,RAP1GAP,Rap1gap,ENSMUSG00000041351
73245,ENSG00000174775,HRAS,Hras,ENSMUSG00000025499
73248,ENSG00000239605,STPG4,Stpg4,ENSMUSG00000036557
